occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family
220000,Nodosaurus,herbivorous,armored dinosaur,5.0,83.5,70.6,Alberta,-111.525871,50.728848,Ornithischia,Nodosauridae
220004,Chasmosaurus,herbivorous,ceratopsian,5.0,83.5,70.6,Alberta,-111.513893,50.734207,Ornithischia,Ceratopsidae
220010,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.524582,50.727234,Ornithischia,Ceratopsidae
220027,Mojoceratops,,,,83.5,70.6,Alberta,-111.484657,50.750553,Ornithischia,Ceratopsidae
220057,Stegosaurus,herbivorous,armored dinosaur,9.0,155.7,145.0,Wyoming,-108.199997,43.630001,Ornithischia,Stegosauridae
220059,Camptosaurus,herbivorous,ornithopod,5.0,155.7,145.0,Wyoming,-108.199997,43.630001,Ornithischia,
220091,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.333336,44.25,Ornithischia,
220092,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Nei Mongol,92.400002,50.599998,Ornithischia,
220095,Hypsilophodon,herbivorous,ornithopod,2.3,136.4,122.46,England,1.25,50.07,Ornithischia,Hypsilophodontidae
220096,Prosaurolophus,herbivorous,ornithopod,7.6,85.8,70.6,Montana,-113.75,48.633301,Ornithischia,Hadrosauridae
220097,Hypacrosaurus,herbivorous,ornithopod,9.0,85.8,70.6,Montana,-113.75,48.633301,Ornithischia,Hadrosauridae
220098,Gryposaurus,herbivorous,ornithopod,10.0,85.8,70.6,Montana,-113.75,48.633301,Ornithischia,Hadrosauridae
220109,Maiasaura,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-112.701118,48.479202,Ornithischia,Hadrosauridae
220124,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-119.108101,55.0639,Ornithischia,Ceratopsidae
220164,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Utah,-109.205833,40.423611,Ornithischia,Stegosauridae
220165,Dryosaurus,herbivorous,ornithopod,4.0,157.3,145.0,Utah,-109.205833,40.423611,Ornithischia,Dryosauridae
220166,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Utah,-109.205833,40.423611,Ornithischia,
220227,Mantellisaurus,herbivorous,ornithopod,7.0,125.0,113.0,Sauerland,8.632222,51.434166,Ornithischia,Iguanodontidae
220228,Iguanodon,herbivorous,ornithopod,10.0,125.0,113.0,Sauerland,8.632222,51.434166,Ornithischia,
221280,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.494217,50.736092,Ornithischia,Ceratopsidae
221281,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.484657,50.750553,Ornithischia,Ceratopsidae
225585,Stegosaurus,herbivorous,armored dinosaur,9.0,150.8,145.0,Utah,-109.300552,40.441387,Ornithischia,Stegosauridae
229313,Hypacrosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Montana,-113.75,48.633301,Ornithischia,Hadrosauridae
229314,Prosaurolophus,herbivorous,ornithopod,7.6,83.5,70.6,Montana,-112.640831,48.910831,Ornithischia,Hadrosauridae
229315,Einiosaurus,herbivorous,ceratopsian,6.0,83.6,72.1,Montana,-112.650002,48.966599,Ornithischia,Ceratopsidae
229317,Einiosaurus,herbivorous,ceratopsian,6.0,83.6,72.1,Montana,-112.650002,48.966599,Ornithischia,Ceratopsidae
229342,Agujaceratops,,,,83.5,70.6,Texas,-103.25,29.25,Ornithischia,Ceratopsidae
248075,Avaceratops,herbivorous,ceratopsian,2.3,83.5,70.6,Montana,-109.900002,46.200001,Ornithischia,Ceratopsidae
248594,Latirhinus,,,,83.5,70.6,Coahuila,-101.800003,25.366671,Ornithischia,Hadrosauridae
255376,Anatotitan,,,,72.1,66.0,South Dakota,-102.497498,45.135834,Ornithischia,Hadrosauridae
255623,Hadrosaurus,herbivorous,ornithopod,9.0,83.5,70.6,New Jersey,-74.300003,40.299999,Ornithischia,Hadrosauridae
256118,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,North Dakota,-104.021111,46.466389,Ornithischia,Ceratopsidae
256195,Emausaurus,herbivorous,armored dinosaur,2.0,183.0,182.0,Mecklenburg-Vorpommern,13.05,54.133331,Ornithischia,
256525,Protohadros,herbivorous,ornithopod,6.0,99.6,93.5,Texas,-97.096664,33.014442,Ornithischia,
256534,Vagaceratops,,,,83.5,70.6,Alberta,-110.26667,49.950001,Ornithischia,Ceratopsidae
256539,Vagaceratops,,,,83.5,70.6,Alberta,-111.300003,50.733334,Ornithischia,Ceratopsidae
256575,Iguanodon,herbivorous,ornithopod,10.0,130.0,122.46,England,-1.371491,50.617344,Ornithischia,
256679,Mantellisaurus,herbivorous,ornithopod,7.0,136.4,122.46,England,-1.366667,50.599998,Ornithischia,Iguanodontidae
256711,Wannanosaurus,,,,70.6,66.0,Anhui,118.337502,29.821943,Ornithischia,
259283,Agujaceratops,,,,83.5,70.6,Texas,-103.550003,29.200001,Ornithischia,Ceratopsidae
259321,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Montana,-108.141403,45.438999,Ornithischia,
259322,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Montana,-108.161667,45.441387,Ornithischia,
262359,Ouranosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Tataouine,10.333889,32.266109,Ornithischia,
263353,Polacanthus,herbivorous,armored dinosaur,5.0,130.0,122.46,England,-1.472222,50.65889,Ornithischia,Nodosauridae
266835,Orodromeus,herbivorous,ornithopod,2.0,83.5,70.6,Montana,-112.966667,48.650002,Ornithischia,Thescelosauridae
269458,Psittacosaurus,herbivorous,ceratopsian,2.0,130.0,122.46,Liaoning,120.73333,41.799999,Ornithischia,Psittacosauridae
269492,Scelidosaurus,herbivorous,armored dinosaur,4.0,208.5,190.8,England,-2.916667,50.75,Ornithischia,
277109,Pisanosaurus,,,,237.0,228.0,La Rioja,-68.0,-30.0,Ornithischia,
280099,Edmontosaurus,herbivorous,ornithopod,13.0,70.6,66.0,Wyoming,-104.48333,43.049999,Ornithischia,Hadrosauridae
280197,Gryposaurus,herbivorous,ornithopod,10.0,83.5,70.6,Montana,-109.601669,46.2575,Ornithischia,Hadrosauridae
280200,Panoplosaurus,herbivorous,armored dinosaur,7.0,83.5,70.6,Montana,-109.129166,45.823334,Ornithischia,Nodosauridae
280542,Maiasaura,herbivorous,ornithopod,9.0,83.5,70.6,Montana,-112.287567,47.768101,Ornithischia,Hadrosauridae
280571,Brachylophosaurus,herbivorous,ornithopod,7.0,83.5,70.6,Montana,-110.616669,48.950001,Ornithischia,Hadrosauridae
280573,Hylaeosaurus,herbivorous,armored dinosaur,5.0,136.4,122.46,England,-1.383333,50.633331,Ornithischia,Nodosauridae
280574,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-0.133333,51.016666,Ornithischia,
280829,Cumnoria,,,,155.7,150.8,England,-1.313611,51.735279,Ornithischia,
280867,Hypsilophodon,herbivorous,ornithopod,2.3,130.0,125.45,England,-1.371099,50.617123,Ornithischia,Hypsilophodontidae
280868,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.383333,50.633331,Ornithischia,
280989,Mantellisaurus,herbivorous,ornithopod,7.0,136.4,125.45,England,-1.406424,50.633606,Ornithischia,Iguanodontidae
280990,Polacanthus,herbivorous,armored dinosaur,5.0,130.0,122.46,England,-1.375,50.623333,Ornithischia,Nodosauridae
284148,Gastonia,herbivorous,armored dinosaur,4.6,129.4,125.0,Utah,-109.567902,38.826099,Ornithischia,Nodosauridae
284618,Gastonia,herbivorous,armored dinosaur,4.6,125.45,122.46,Utah,-109.691666,38.718056,Ornithischia,Nodosauridae
285083,Eolambia,herbivorous,ornithopod,,105.3,99.6,Utah,-110.857689,39.155956,Ornithischia,
285084,Animantarx,,,,105.3,99.6,Utah,-110.857689,39.155956,Ornithischia,Nodosauridae
287918,Thescelosaurus,herbivorous,ornithopod,3.5,70.6,66.0,Wyoming,-104.366669,43.299999,Ornithischia,Thescelosauridae
287919,Edmontosaurus,herbivorous,ornithopod,13.0,70.6,66.0,Wyoming,-104.366669,43.299999,Ornithischia,Hadrosauridae
287920,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Wyoming,-104.366669,43.299999,Ornithischia,Ceratopsidae
289723,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Texas,-97.616669,33.283333,Ornithischia,
289738,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Texas,-97.582741,33.500179,Ornithischia,
291022,Thescelosaurus,herbivorous,ornithopod,3.5,70.6,66.0,Colorado,-104.491669,40.386391,Ornithischia,Thescelosauridae
291023,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Colorado,-104.491669,40.386391,Ornithischia,Ceratopsidae
292842,Stegopelta,,,,105.3,93.5,Wyoming,-108.023613,42.832222,Ornithischia,
296427,Moyenisauropus,,,,201.3,196.5,Swietokrzyskie,21.633333,50.933334,Ornithischia,Moyenisauropodidae
296471,Claosaurus,,,,89.3,70.6,Kansas,-101.102776,38.893333,Ornithischia,
296498,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Colorado,-105.192596,39.675598,Ornithischia,Stegosauridae
297018,Nodosaurus,herbivorous,armored dinosaur,5.0,99.6,93.5,Wyoming,-105.924446,42.893055,Ornithischia,Nodosauridae
297287,Rhabdodon,herbivorous,ornithopod,4.0,83.5,70.6,Provence-Alpes-Côte d'Azur,6.106141,43.606697,Ornithischia,Rhabdodontidae
297616,Anchiceratops,herbivorous,ceratopsian,6.0,72.1,66.0,Alberta,-112.783333,51.840279,Ornithischia,Ceratopsidae
297694,Rhabdodon,herbivorous,ornithopod,4.0,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Rhabdodontidae
297697,Lurdusaurus,herbivorous,ornithopod,9.0,113.0,100.5,Agadez,9.333333,16.700001,Ornithischia,
297698,Lesothosaurus,herbivorous,ornithopod,1.0,201.3,190.8,Mafeteng,27.25,-29.85,Ornithischia,
297836,Lesothosaurus,herbivorous,ornithopod,1.0,201.3,190.8,Quthing,27.75,-31.291668,Ornithischia,
299144,Bactrosaurus,herbivorous,ornithopod,6.0,83.5,70.6,Nei Mongol,112.427498,43.83139,Ornithischia,
300498,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,100.5,Xinjiang,85.666664,46.099998,Ornithischia,Psittacosauridae
301092,Echinodon,,,,145.0,140.2,England,-1.966667,50.599998,Ornithischia,Heterodontosauridae
342961,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Arizona,-110.680801,31.839199,Ornithischia,
342987,Tenontosaurus,herbivorous,ornithopod,7.0,113.0,100.5,Arizona,-110.492104,31.839199,Ornithischia,
343542,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Lisboa,-9.383333,38.799999,Ornithischia,
343790,Albalophosaurus,,,,139.8,132.9,Ishikawa,136.633331,36.166668,Ornithischia,
343953,Shamosaurus,herbivorous,armored dinosaur,,125.0,100.5,Dornogov,111.431,43.883999,Ornithischia,Ankylosauridae
343963,Willinakaqe,,,,83.5,66.0,Río Negro,-67.491791,-39.29097,Ornithischia,Hadrosauridae
367091,Silvisaurus,herbivorous,armored dinosaur,4.0,113.0,100.5,Kansas,-97.454498,39.198002,Ornithischia,Nodosauridae
367435,Edmontosaurus,herbivorous,ornithopod,13.0,70.6,66.0,Alberta,-112.865601,51.549999,Ornithischia,Hadrosauridae
367440,Leptoceratops,herbivorous,ceratopsian,3.0,72.1,66.0,Wyoming,-108.873199,44.949902,Ornithischia,Leptoceratopsidae
368113,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-108.226997,36.285702,Ornithischia,Ceratopsidae
368120,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-108.209099,36.271099,Ornithischia,Ceratopsidae
368121,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-108.084198,36.3148,Ornithischia,Ceratopsidae
372856,Rhabdodon,herbivorous,ornithopod,4.0,83.5,66.0,Herault,2.933333,43.349998,Ornithischia,Rhabdodontidae
372870,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Nodosauridae
373398,Pawpawsaurus,,,,105.3,99.6,Texas,-97.300003,32.866669,Ornithischia,Nodosauridae
374384,Mojoceratops,,,,83.5,70.6,Alberta,-111.620003,50.630001,Ornithischia,Ceratopsidae
376512,Styracosaurus,herbivorous,ceratopsian,5.5,83.5,70.6,Alberta,-111.800003,50.73,Ornithischia,Ceratopsidae
376584,Kritosaurus,herbivorous,ornithopod,8.0,83.5,70.6,New Mexico,-108.166946,36.269444,Ornithischia,Hadrosauridae
379964,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.6,72.1,Shandong,120.622902,36.920399,Ornithischia,Ankylosauridae
379966,Tanius,herbivorous,ornithopod,,83.6,72.1,Shandong,120.622902,36.920399,Ornithischia,
379968,Dryosaurus,herbivorous,ornithopod,4.0,155.7,150.8,Normandie,-1.35,49.533298,Ornithischia,Dryosauridae
381763,Ligabueichnium,,,,83.5,70.6,Cochabamba,-65.75,-18.116667,Ornithischia,
382139,Naashoibitosaurus,,,,83.5,70.6,New Mexico,-108.166946,36.269444,Ornithischia,Hadrosauridae
382520,Valdosaurus,herbivorous,ornithopod,3.0,130.0,125.45,Aragón,-0.879661,40.646095,Ornithischia,Dryosauridae
382521,Gideonmantellia,,,,130.0,125.45,Aragón,-0.883291,40.647625,Ornithischia,
383892,Kritosaurus,herbivorous,ornithopod,8.0,83.5,70.6,New Mexico,-108.513611,36.486111,Ornithischia,Hadrosauridae
387357,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,
387369,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,
387375,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,Ankylosauridae
387388,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,
387389,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,Ankylosauridae
387401,Saurolophus,herbivorous,ornithopod,9.0,83.6,66.0,Omnogov,100.456665,43.601665,Ornithischia,Hadrosauridae
387405,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Omnogov,101.074997,43.5,Ornithischia,
388972,Rhabdodon,herbivorous,ornithopod,4.0,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Rhabdodontidae
388973,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Nodosauridae
388983,Rhabdodon,herbivorous,ornithopod,4.0,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Rhabdodontidae
388984,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,Castilla y Leon,-2.634513,42.664555,Ornithischia,Nodosauridae
389054,Bagaceratops,herbivorous,ceratopsian,1.0,83.6,66.0,Omnogov Aimak,100.901947,43.664444,Ornithischia,
391679,Ferganocephale,,,,166.1,163.5,Jalal-Abad,72.245834,41.334442,Ornithischia,
393070,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Nei Mongol,106.745003,41.74139,Ornithischia,
393071,Pinacosaurus,herbivorous,armored dinosaur,5.0,83.6,72.1,Nei Mongol,106.726112,41.787777,Ornithischia,Ankylosauridae
393080,Charonosaurus,,,,70.6,66.0,Heilongjiang,130.449997,48.883331,Ornithischia,Hadrosauridae
395217,Fukuisaurus,herbivorous,ornithopod,4.7,129.4,125.0,Fukui,136.550003,36.116669,Ornithischia,
396864,Olorotitan,,,,70.6,66.0,Amur,130.859451,49.082779,Ornithischia,Hadrosauridae
396875,Nipponosaurus,herbivorous,ornithopod,,85.8,70.6,Sakhalin,142.5,47.167702,Ornithischia,Hadrosauridae
401696,Serendipaceratops,,,,122.46,112.03,Victoria,145.458054,-38.548332,Ornithischia,
401697,Leaellynasaura,herbivorous,ornithopod,2.0,122.46,109.0,Victoria,143.403885,-38.781387,Ornithischia,
401706,Leaellynasaura,herbivorous,ornithopod,2.0,122.46,109.0,Victoria,143.402496,-38.781387,Ornithischia,
401729,Leaellynasaura,herbivorous,ornithopod,2.0,122.46,109.0,Victoria,143.40416,-36.698055,Ornithischia,
401752,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Montana,-107.083,47.536201,Ornithischia,Ceratopsidae
402859,Hexinlusaurus,,,,170.3,163.5,Sichuan,104.852501,29.411388,Ornithischia,
402860,Agilisaurus,herbivorous,ornithopod,1.5,170.3,163.5,Sichuan,104.852501,29.411388,Ornithischia,
402861,Huayangosaurus,herbivorous,armored dinosaur,4.5,170.3,163.5,Sichuan,104.852501,29.411388,Ornithischia,
402865,Xiaosaurus,,,,170.3,163.5,Sichuan,104.852501,29.411388,Ornithischia,
403036,Iguanodon,herbivorous,ornithopod,10.0,100.5,93.9,Ash Shamaliyah,31.145,16.695,Ornithischia,
403162,Ouranosaurus,herbivorous,ornithopod,7.0,100.5,93.9,Ash Shamaliyah,31.145,16.695,Ornithischia,
403433,Tarchia,herbivorous,armored dinosaur,8.5,83.6,66.0,Omnogov,100.446114,43.588055,Ornithischia,Ankylosauridae
403435,Tarchia,herbivorous,armored dinosaur,8.5,83.6,66.0,Omnogov,100.441666,43.582222,Ornithischia,Ankylosauridae
403436,Tarchia,herbivorous,armored dinosaur,8.5,83.6,66.0,Omnogov,100.452782,43.601112,Ornithischia,Ankylosauridae
404785,Barsboldia,,,,83.6,66.0,Omnogov,101.040001,43.529999,Ornithischia,Hadrosauridae
404794,Lamaceratops,,,,83.6,72.1,Omnogov,101.125,43.487499,Ornithischia,Bagaceratopsidae
404797,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,99.82917,43.316387,Ornithischia,
404798,Saichania,herbivorous,armored dinosaur,6.6,83.5,70.6,Omnogov,99.82917,43.316387,Ornithischia,Ankylosauridae
404936,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Nei Mongol,106.746109,41.741669,Ornithischia,
404938,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Nei Mongol,106.736664,41.797779,Ornithischia,
404940,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Nei Mongol,106.71833,41.787777,Ornithischia,
404941,Protoceratops,herbivorous,ceratopsian,1.8,83.6,72.1,Nei Mongol,106.720001,41.766666,Ornithischia,
404942,Bactrosaurus,herbivorous,ornithopod,6.0,83.5,70.6,Nei Mongol,112.178612,43.740833,Ornithischia,
405243,Pararhabdodon,,,,70.6,66.0,Cataluña,1.055002,42.155483,Ornithischia,Hadrosauridae
405448,Ouranosaurus,herbivorous,ornithopod,7.0,125.0,100.5,Nord,14.791533,8.345053,Ornithischia,
407830,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-107.977203,36.1548,Ornithischia,Ceratopsidae
407841,Pentaceratops,herbivorous,ceratopsian,6.8,83.5,70.6,New Mexico,-107.889198,36.1861,Ornithischia,Ceratopsidae
408058,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-105.963402,41.9077,Ornithischia,Stegosauridae
408061,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Wyoming,-105.963402,41.9077,Ornithischia,
408066,Osmakasaurus,,,,157.3,145.0,Wyoming,-105.963402,41.9077,Ornithischia,
408067,Dryosaurus,herbivorous,ornithopod,4.0,157.3,145.0,Wyoming,-105.963402,41.9077,Ornithischia,Dryosauridae
408082,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Colorado,-105.224701,38.539501,Ornithischia,Stegosauridae
408090,Nanosaurus,,,,157.3,145.0,Colorado,-105.224701,38.539501,Ornithischia,
408091,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Colorado,-105.224701,38.539501,Ornithischia,
408741,Dryosaurus,herbivorous,ornithopod,4.0,157.3,145.0,Wyoming,-106.021599,41.893101,Ornithischia,Dryosauridae
408751,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-105.982803,41.9077,Ornithischia,Stegosauridae
408756,Dryosaurus,herbivorous,ornithopod,4.0,157.3,145.0,Wyoming,-106.078903,41.878601,Ornithischia,Dryosauridae
408759,Othnielosaurus,,,,157.3,145.0,Wyoming,-106.099098,41.878601,Ornithischia,
408764,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-106.021599,41.893101,Ornithischia,Stegosauridae
408775,Othnielosaurus,,,,157.3,145.0,Wyoming,-106.00222,41.893055,Ornithischia,
408777,Nanosaurus,,,,157.3,145.0,Wyoming,-106.00222,41.893055,Ornithischia,
408779,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Wyoming,-106.00222,41.893055,Ornithischia,
408840,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-106.002197,41.893101,Ornithischia,Stegosauridae
408856,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-106.1073,41.8825,Ornithischia,Stegosauridae
408884,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,145.0,Wyoming,-105.963402,41.9077,Ornithischia,Stegosauridae
409319,Mymoorapelta,,,,157.3,145.0,Colorado,-108.995796,39.2383,Ornithischia,Nodosauridae
410874,Psittacosaurus,herbivorous,ceratopsian,2.0,129.4,113.0,Kemerovo,87.957779,55.903332,Ornithischia,Psittacosauridae
457538,Secernosaurus,herbivorous,ornithopod,3.0,83.6,66.0,Río Negro,-66.333336,-42.133331,Ornithischia,Hadrosauridae
457542,Secernosaurus,herbivorous,ornithopod,3.0,83.6,66.0,Río Negro,-66.333336,-42.133331,Ornithischia,Hadrosauridae
457797,Taponichnus,,,,72.1,66.0,Salta,-66.0,-25.5,Ornithischia,Hadrosauridae
457798,Telosichnus,,,,72.1,66.0,Salta,-66.0,-25.5,Ornithischia,Hadrosauridae
457805,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.9617,45.948799,Ornithischia,Thescelosauridae
457812,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.9617,45.948799,Ornithischia,Thescelosauridae
457837,Thescelosaurus,herbivorous,ornithopod,3.5,70.6,66.0,North Dakota,-103.300003,46.099998,Ornithischia,Thescelosauridae
457860,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.753899,45.977699,Ornithischia,Thescelosauridae
457866,Torosaurus,herbivorous,ceratopsian,7.5,72.1,66.0,North Dakota,-103.753899,46.006599,Ornithischia,Ceratopsidae
457968,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,North Dakota,-103.981499,46.305,Ornithischia,Ceratopsidae
457985,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.939697,46.406399,Ornithischia,Thescelosauridae
458112,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.964401,46.381901,Ornithischia,Thescelosauridae
458260,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,North Dakota,-103.897903,46.334,Ornithischia,Thescelosauridae
458319,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.111111,40.611942,Ornithischia,
458321,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.118611,40.604721,Ornithischia,
458322,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.143333,40.591667,Ornithischia,
458325,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.115833,40.641666,Ornithischia,
458326,Iguanodon,herbivorous,ornithopod,10.0,125.45,122.46,Valenciana,-0.055833,40.619446,Ornithischia,
458362,Psittacosaurus,herbivorous,ceratopsian,2.0,129.4,113.0,Gansu,97.966667,41.466667,Ornithischia,Psittacosauridae
458365,Gongpoquansaurus,,,,129.4,113.0,Gansu,97.583336,41.575001,Ornithischia,
458366,Psittacosaurus,herbivorous,ceratopsian,2.0,129.4,113.0,Gansu,97.583336,41.575001,Ornithischia,Psittacosauridae
458367,Archaeoceratops,herbivorous,ceratopsian,1.3,129.4,113.0,Gansu,97.583336,41.575001,Ornithischia,
